x, true, terminal, branch, bsde
1.282828282828282909e+02,2.383755399553744780e+01,2.265240192852214562e+01,2.383567428588867188e+01,2.234441947937011719e+01
1.292929292929293013e+02,2.393121861567084352e+01,2.274140974459845665e+01,2.393902397155761719e+01,2.243592262268066406e+01
1.303030303030303116e+02,2.402451806742225315e+01,2.283007054768166810e+01,2.402966690063476562e+01,2.252761077880859375e+01
1.313131313131313220e+02,2.411745658880234444e+01,2.291838836507763588e+01,2.411995124816894531e+01,2.261934661865234375e+01
1.323232323232323324e+02,2.421003833647590753e+01,2.300636714679069073e+01,2.421316146850585938e+01,2.271094894409179688e+01
1.333333333333333428e+02,2.430226738793112062e+01,2.309401076758504701e+01,2.430486488342285156e+01,2.280212783813476562e+01
1.343434343434343532e+02,2.439414774357505067e+01,2.318132302897610941e+01,2.439546203613281250e+01,2.289249610900878906e+01
1.353535353535353636e+02,2.448568332875836617e+01,2.326830766115451965e+01,2.448443603515625000e+01,2.298169517517089844e+01
1.363636363636363740e+02,2.457687799573213994e+01,2.335496832484570362e+01,2.457394790649414062e+01,2.306943702697753906e+01
1.373737373737373844e+02,2.466773552553963711e+01,2.344130861310755165e+01,2.467042922973632812e+01,2.315547561645507812e+01
1.383838383838383947e+02,2.475825962984550088e+01,2.352733205306870801e+01,2.475518417358398438e+01,2.323970031738281250e+01
1.393939393939394051e+02,2.484845395270508561e+01,2.361304210760990330e+01,2.484907531738281250e+01,2.332222366333007812e+01
1.404040404040404155e+02,2.493832207227607967e+01,2.369844217699050049e+01,2.493443489074707031e+01,2.340321731567382812e+01
1.414141414141414259e+02,2.502786750247491199e+01,2.378353560042253889e+01,2.502809333801269531e+01,2.348316764831542969e+01
1.424242424242424363e+02,2.511709369457993546e+01,2.386832565759421598e+01,2.511483573913574219e+01,2.356257247924804688e+01
1.434343434343434467e+02,2.520600403878358975e+01,2.395281557014486751e+01,2.520464324951171875e+01,2.364198303222656250e+01
1.444444444444444571e+02,2.529460186569541591e+01,2.403700850309327564e+01,2.529276847839355469e+01,2.372185897827148438e+01
1.454545454545454675e+02,2.538289044779789450e+01,2.412090756622110632e+01,2.538379287719726562e+01,2.380246925354003906e+01
1.464646464646464779e+02,2.547087300085682315e+01,2.420451581541317765e+01,2.546850585937500000e+01,2.388380050659179688e+01
1.474747474747474882e+02,2.555855268528803848e+01,2.428783625395623247e+01,2.556032562255859375e+01,2.396561813354492188e+01
1.484848484848484986e+02,2.564593260748206305e+01,2.437087183379771105e+01,2.564923477172851562e+01,2.404751396179199219e+01
1.494949494949494806e+02,2.573301582108826935e+01,2.445362545676609400e+01,2.572840881347656250e+01,2.412903213500976562e+01
1.505050505050505194e+02,2.581980532826005970e+01,2.453609997575414781e+01,2.581917953491210938e+01,2.420985984802246094e+01
1.515151515151515014e+02,2.590630408086251890e+01,2.461829819586655788e+01,2.590180969238281250e+01,2.428986740112304688e+01
1.525252525252525402e+02,2.599251498164388252e+01,2.470022287553314655e+01,2.598553466796875000e+01,2.436908149719238281e+01
1.535353535353535221e+02,2.607844088537213523e+01,2.478187672758895133e+01,2.607708740234375000e+01,2.444768142700195312e+01
1.545454545454545610e+02,2.616408459993806801e+01,2.486326242032245659e+01,2.616217994689941406e+01,2.452594375610351562e+01
1.555555555555555429e+02,2.624944888742587779e+01,2.494438257849295582e+01,2.624703598022460938e+01,2.460403633117675781e+01
1.565656565656565817e+02,2.633453646515258484e+01,2.502523978431829477e+01,2.633614158630371094e+01,2.468208694458007812e+01
1.575757575757575637e+02,2.641935000667727707e+01,2.510583657843392658e+01,2.641890907287597656e+01,2.476014900207519531e+01
1.585858585858586025e+02,2.650389214278133565e+01,2.518617546082444036e+01,2.650263595581054688e+01,2.483817672729492188e+01
1.595959595959595845e+02,2.658816546242055878e+01,2.526625889172829886e+01,2.658155822753906250e+01,2.491608047485351562e+01
1.606060606060606233e+02,2.667217251365027408e+01,2.534608929251697162e+01,2.666072654724121094e+01,2.499380683898925781e+01
1.616161616161616053e+02,2.675591580452421070e+01,2.542566904654914595e+01,2.675583457946777344e+01,2.507133865356445312e+01
1.626262626262626441e+02,2.683939780396825370e+01,2.550500050000099961e+01,2.683975601196289062e+01,2.514875602722167969e+01
1.636363636363636260e+02,2.692262094262969896e+01,2.558408596267326729e+01,2.692226791381835938e+01,2.522618484497070312e+01
1.646464646464646648e+02,2.700558761370303174e+01,2.566292770877593199e+01,2.700128555297851562e+01,2.530381584167480469e+01
1.656565656565656468e+02,2.708830017373290033e+01,2.574152797769129108e+01,2.708713912963867188e+01,2.538189315795898438e+01
1.666666666666666856e+02,2.717076094339511982e+01,2.581988897471613242e+01,2.716816329956054688e+01,2.546055412292480469e+01
1.676767676767676676e+02,2.725297220825634525e+01,2.589801287178364930e+01,2.725296020507812500e+01,2.553987693786621094e+01
1.686868686868687064e+02,2.733493621951330610e+01,2.597590180816588301e+01,2.733211326599121094e+01,2.561972045898437500e+01
1.696969696969696884e+02,2.741665519471198564e+01,2.605355789115720100e+01,2.740951538085937500e+01,2.569986534118652344e+01
1.707070707070707272e+02,2.749813131844771519e+01,2.613098319673953185e+01,2.749012374877929688e+01,2.577991867065429688e+01
1.717171717171717091e+02,2.757936674304655966e+01,2.620817977022990064e+01,2.757496643066406250e+01,2.585923194885253906e+01
1.727272727272727479e+02,2.766036358922872651e+01,2.628514962691085444e+01,2.765909957885742188e+01,2.593686294555664062e+01
1.737373737373737299e+02,2.774112394675452720e+01,2.636189475264431437e+01,2.773417091369628906e+01,2.601195144653320312e+01
1.747474747474747687e+02,2.782164987505350950e+01,2.643841710446939430e+01,2.781412887573242188e+01,2.608441162109375000e+01
1.757575757575757507e+02,2.790194340383716565e+01,2.651471861118469064e+01,2.789372825622558594e+01,2.615523719787597656e+01
1.767676767676767895e+02,2.798200653369589475e+01,2.659080117391554055e+01,2.797444534301757812e+01,2.622576904296875000e+01
1.777777777777777715e+02,2.806184123668059271e+01,2.666666666666668206e+01,2.806147766113281250e+01,2.629697227478027344e+01
1.787878787878788103e+02,2.814144945686939181e+01,2.674231693686087752e+01,2.813830947875976562e+01,2.636935043334960938e+01
1.797979797979797922e+02,2.822083311092005786e+01,2.681775380586375945e+01,2.821217918395996094e+01,2.644321250915527344e+01
1.808080808080808310e+02,2.829999408860838628e+01,2.689297906949552441e+01,2.829072189331054688e+01,2.651851844787597656e+01
1.818181818181818130e+02,2.837893425335308351e+01,2.696799449852969843e+01,2.837120056152343750e+01,2.659476089477539062e+01
1.828282828282828518e+02,2.845765544272761005e+01,2.704280183917953906e+01,2.846060180664062500e+01,2.667099380493164062e+01
1.838383838383838338e+02,2.853615946895923372e+01,2.711740281357224802e+01,2.853451538085937500e+01,2.674654769897460938e+01
1.848484848484848726e+02,2.861444811941581534e+01,2.719179912021159851e+01,2.861281967163085938e+01,2.682131576538085938e+01
1.858585858585858546e+02,2.869252315708060053e+01,2.726599243442908715e+01,2.867935562133789062e+01,2.689554214477539062e+01
1.868686868686868934e+02,2.877038632101547222e+01,2.733998440882416503e+01,2.876646041870117188e+01,2.696950912475585938e+01
1.878787878787878753e+02,2.884803932681286298e+01,2.741377667369369320e+01,2.884452247619628906e+01,2.704328536987304688e+01
1.888888888888889142e+02,2.892548386703684926e+01,2.748737083745108478e+01,2.891719055175781250e+01,2.711663818359375000e+01
1.898989898989898961e+02,2.900272161165355911e+01,2.756076848703534665e+01,2.899178504943847656e+01,2.718895912170410156e+01
1.909090909090909349e+02,2.907975420845134451e+01,2.763397118831031207e+01,2.906993103027343750e+01,2.725964355468750000e+01
1.919191919191919169e+02,2.915658328345094930e+01,2.770698048645446931e+01,2.914722061157226562e+01,2.732888221740722656e+01
1.929292929292929557e+02,2.923321044130594260e+01,2.777979790634145019e+01,2.922132492065429688e+01,2.739860534667968750e+01
1.939393939393939377e+02,2.930963726569378736e+01,2.785242495291167231e+01,2.929570007324218750e+01,2.747127914428710938e+01
1.949494949494949765e+02,2.938586531969772864e+01,2.792486311153522394e+01,2.938068771362304688e+01,2.754625892639160156e+01
1.959595959595959584e+02,2.946189614617974684e+01,2.799711384836631467e+01,2.945829391479492188e+01,2.762012863159179688e+01
1.969696969696969688e+02,2.953773126814495598e+01,2.806917861068949449e+01,2.953269004821777344e+01,2.769504356384277344e+01
1.979797979797979792e+02,2.961337218909754299e+01,2.814105882725795738e+01,2.960841751098632812e+01,2.777073669433593750e+01
1.989898989898989896e+02,2.968882039338853929e+01,2.821275590862397564e+01,2.968183326721191406e+01,2.783673667907714844e+01
2.000000000000000000e+02,2.976407734655570891e+01,2.828427124746191978e+01,2.975938796997070312e+01,2.790684127807617188e+01
