x,y
1.234928817749023438e+02,2.340760612487792969e+01
9.775836944580078125e+01,2.084493446350097656e+01
1.398683013916015625e+02,2.486338043212890625e+01
1.733571777343750000e+02,2.769699287414550781e+01
1.194784393310546875e+02,2.299139976501464844e+01
1.089124679565429688e+02,2.197658729553222656e+01
1.769680175781250000e+02,2.803821182250976562e+01
1.265998306274414062e+02,2.371873474121093750e+01
1.880986633300781250e+02,2.887197113037109375e+01
1.243438644409179688e+02,2.349900627136230469e+01
1.760677947998046875e+02,2.794528198242187500e+01
1.507800750732421875e+02,2.586538696289062500e+01
1.261314086914062500e+02,2.357575225830078125e+01
1.004859390258789062e+02,2.109478378295898438e+01
1.381737823486328125e+02,2.468033218383789062e+01
1.406162567138671875e+02,2.492165374755859375e+01
1.740059509277343750e+02,2.780509948730468750e+01
2.002598419189453125e+02,2.978310585021972656e+01
1.067793960571289062e+02,2.177321624755859375e+01
1.422501678466796875e+02,2.511985015869140625e+01
9.132107543945312500e+01,2.014132881164550781e+01
1.127698135375976562e+02,2.237980079650878906e+01
1.107410888671875000e+02,2.213003730773925781e+01
1.924879913330078125e+02,2.916105651855468750e+01
1.952654113769531250e+02,2.944071960449218750e+01
1.764723510742187500e+02,2.795399665832519531e+01
9.547356414794921875e+01,2.057627868652343750e+01
1.115277938842773438e+02,2.224571037292480469e+01
1.496261596679687500e+02,2.582512092590332031e+01
1.625408325195312500e+02,2.686997413635253906e+01
1.479254760742187500e+02,2.553333091735839844e+01
1.420424957275390625e+02,2.509577560424804688e+01
1.662169494628906250e+02,2.711785697937011719e+01
2.087677612304687500e+02,3.029030799865722656e+01
1.034162597656250000e+02,2.131628990173339844e+01
1.032122955322265625e+02,2.136452484130859375e+01
1.364754791259765625e+02,2.453022766113281250e+01
1.358616638183593750e+02,2.446539878845214844e+01
1.072223663330078125e+02,2.181370735168457031e+01
1.631468200683593750e+02,2.691574478149414062e+01
1.089158782958984375e+02,2.199831962585449219e+01
1.903483276367187500e+02,2.901508712768554688e+01
1.677260437011718750e+02,2.725126838684082031e+01
1.623272247314453125e+02,2.676384925842285156e+01
9.928180694580078125e+01,2.092715072631835938e+01
9.979397583007812500e+01,2.100713539123535156e+01
1.226257934570312500e+02,2.328655242919921875e+01
2.030706176757812500e+02,2.994598197937011719e+01
1.230169448852539062e+02,2.335602188110351562e+01
1.384308166503906250e+02,2.478860282897949219e+01
1.483119201660156250e+02,2.572018814086914062e+01
1.094001846313476562e+02,2.202045059204101562e+01
1.775242309570312500e+02,2.807431221008300781e+01
1.405044860839843750e+02,2.494165992736816406e+01
1.733402099609375000e+02,2.772953414916992188e+01
1.439075012207031250e+02,2.525591278076171875e+01
2.088851165771484375e+02,3.038902282714843750e+01
1.155093460083007812e+02,2.255753517150878906e+01
1.836104125976562500e+02,2.850974464416503906e+01
2.010109863281250000e+02,2.987636184692382812e+01
1.492029266357421875e+02,2.571195602416992188e+01
1.688313140869140625e+02,2.739598655700683594e+01
2.055904083251953125e+02,3.020542526245117188e+01
1.751304016113281250e+02,2.789604377746582031e+01
1.439193420410156250e+02,2.526993942260742188e+01
1.000437011718750000e+02,2.106175613403320312e+01
1.340229492187500000e+02,2.436055374145507812e+01
1.941506805419921875e+02,2.931774330139160156e+01
1.127301330566406250e+02,2.236274909973144531e+01
1.918681640625000000e+02,2.920052528381347656e+01
1.615504455566406250e+02,2.679885673522949219e+01
1.170161056518554688e+02,2.277962493896484375e+01
1.266765899658203125e+02,2.371335601806640625e+01
1.615006103515625000e+02,2.679148674011230469e+01
1.388627166748046875e+02,2.485130882263183594e+01
1.594642639160156250e+02,2.658494949340820312e+01
1.558721771240234375e+02,2.630078125000000000e+01
1.243586273193359375e+02,2.347696876525878906e+01
1.537958679199218750e+02,2.615361595153808594e+01
1.473645019531250000e+02,2.552343368530273438e+01
1.689542694091796875e+02,2.738405990600585938e+01
1.501130676269531250e+02,2.581867790222167969e+01
1.272862854003906250e+02,2.374978828430175781e+01
1.507469482421875000e+02,2.582101249694824219e+01
